[isEqualDirectSuperior] fanwei Employee not exist in yid,"isEqualDirectSuperior failed, err=fanweiEmployee not exist in yid",the employee does not exist,not find dictionary type=<:NUM:>,AuthSessionVali<:updateFanweiEmployee failed:>,"[securitySessionCheck] GetSecuritySessionFromReq failed, err=securecookie: expired timestamp [trace.id=<:SEQ:> <:transactionID:> <:spanID:>",[securitySessionCheck] CreatAndSaveSessio<:updateFanweiEmployee failed:>,[getOtpKey] <:*:> failed:>,[GetWeChatUserInfo] GetWeChatUserInf<:updateFanweiEmployee failed:>,sync <:*:>,"[SimplePost] failed, <:ERRORPost:>",no employee,[UpdateEmployee] <:SimplePos<:updateFanweiEmployee failed:>,"[updateFanweiEmployee] failed, <:updateEmployeeData:>",<:SimplePos<:updateFanweiEmployee failed:>,can't find addEmp from updateEmp and empMapTo,timestamp,unknown
995,995,1014,184,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 02:41:22,26
0,0,948,138,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 02:43:22,0
0,0,1004,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 02:45:22,0
995,995,953,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 02:47:22,0
0,0,919,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 02:49:22,0
995,995,1032,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 02:51:22,24
0,0,959,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 02:53:22,2
0,0,1018,46,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 02:55:22,0
995,995,956,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 02:57:22,0
0,0,877,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 02:59:22,0
995,995,1016,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 03:01:22,876
0,0,1017,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 03:03:22,0
0,0,1010,46,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 03:05:22,0
995,995,979,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 03:07:22,0
0,0,952,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 03:09:22,0
995,995,1024,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 03:11:22,26
0,0,1024,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 03:13:22,0
0,0,988,46,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 03:15:22,0
995,995,962,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 03:17:22,0
0,0,958,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 03:19:22,0
995,995,994,184,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 03:21:22,2
0,0,1024,138,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 03:23:22,24
995,995,1012,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 03:25:22,0
0,0,954,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 03:27:22,0
0,0,920,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 03:29:22,0
995,995,1006,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 03:31:22,24
0,0,1021,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 03:33:22,2
0,0,1008,46,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 03:35:22,0
995,995,946,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 03:37:22,0
0,0,952,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 03:39:22,0
995,995,1012,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 03:41:22,26
0,0,1016,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 03:43:22,0
0,0,996,46,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 03:45:22,0
995,995,963,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 03:47:22,0
0,0,951,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 03:49:22,0
995,995,1001,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 03:51:22,26
0,0,1024,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 03:53:22,0
0,0,991,46,0,0,0,0,0,0,0,2,0,0,0,0,2024-04-14 03:55:22,0
995,995,966,115,0,0,0,0,0,0,1,0,1,1,1,0,2024-04-14 03:57:22,0
0,0,944,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 03:59:22,0
995,995,1005,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 04:01:22,26
0,0,1034,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 04:03:22,0
0,0,1003,46,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 04:05:22,0
995,995,933,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 04:07:22,0
0,0,957,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 04:09:22,0
995,995,1011,253,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 04:11:22,24
0,0,943,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 04:13:22,4
0,0,1028,46,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 04:15:22,0
995,995,951,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 04:17:22,0
0,0,951,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 04:19:22,0
995,995,983,207,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 04:21:22,24
0,0,963,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 04:23:22,2
0,0,1014,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 04:25:22,0
995,995,959,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 04:27:22,0
0,0,951,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 04:29:22,0
995,995,994,253,0,0,0,0,0,1,0,0,0,0,0,1,2024-04-14 04:31:22,26
0,0,1011,69,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 04:33:22,0
995,995,1007,69,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 04:35:22,0
0,0,904,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 04:37:22,0
0,0,950,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 04:39:22,0
995,995,1000,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 04:41:22,26
0,0,1031,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 04:43:22,0
995,995,976,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 04:45:22,0
0,0,994,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 04:47:22,0
0,0,939,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 04:49:22,0
995,995,997,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 04:51:22,24
0,0,1008,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 04:53:22,2
0,0,1003,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 04:55:22,0
995,995,970,92,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 04:57:22,0
0,0,954,46,1,2,2,0,0,0,0,0,0,0,0,0,2024-04-14 04:59:22,2
995,995,995,184,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 05:01:22,30
0,0,1006,138,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 05:03:22,2
0,0,1015,46,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 05:05:22,0
995,995,966,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 05:07:22,0
0,0,942,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 05:09:22,0
995,995,1005,184,0,0,0,0,0,1,0,0,0,0,0,1,2024-04-14 05:11:22,24
0,0,1030,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 05:13:22,2
995,995,988,92,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 05:15:22,0
0,0,976,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 05:17:22,0
0,0,947,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 05:19:22,0
995,995,1003,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 05:21:22,26
0,0,1008,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 05:23:22,0
0,0,994,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 05:25:22,0
995,995,988,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 05:27:22,0
0,0,951,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 05:29:22,0
995,995,1003,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 05:31:22,26
0,0,999,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 05:33:22,0
0,0,1040,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 05:35:22,0
995,995,944,138,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 05:37:22,0
0,0,949,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 05:39:22,0
995,995,999,253,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 05:41:22,26
0,0,1002,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 05:43:22,0
0,0,1028,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 05:45:22,0
995,995,951,92,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 05:47:22,0
0,0,953,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 05:49:22,0
995,995,1010,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 05:51:22,24
0,0,1012,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 05:53:22,2
0,0,1014,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 05:55:22,0
995,995,949,115,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 05:57:22,0
0,0,890,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 05:59:22,0
995,995,978,253,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 06:01:22,876
0,0,1046,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 06:03:22,0
0,0,986,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 06:05:22,0
995,995,963,138,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 06:07:22,0
0,0,961,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 06:09:22,0
995,995,984,184,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 06:11:22,26
0,0,975,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 06:13:22,0
0,0,1029,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 06:15:22,0
995,995,932,138,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 06:17:22,0
0,0,944,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 06:19:22,0
995,995,1018,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 06:21:22,24
0,0,1005,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 06:23:22,4
0,0,1014,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 06:25:22,0
995,995,953,138,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 06:27:22,0
0,0,891,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 06:29:22,0
918,917,971,184,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 06:31:22,0
77,78,1058,138,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 06:33:22,26
995,995,997,92,3,0,0,0,0,0,1,0,1,1,1,0,2024-04-14 06:35:22,0
0,0,956,92,0,0,0,0,0,0,0,2,0,0,0,0,2024-04-14 06:37:22,0
0,0,950,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 06:39:22,0
995,995,990,253,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 06:41:22,26
0,0,974,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 06:43:22,0
995,995,996,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 06:45:22,0
0,0,950,115,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 06:47:22,0
0,0,952,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 06:49:22,0
995,995,992,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 06:51:22,29
0,0,1037,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 06:53:22,0
0,0,977,46,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 06:55:22,0
995,995,991,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 06:57:22,3
0,0,869,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 06:59:22,0
995,995,1011,184,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 07:01:22,26
0,0,1028,138,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 07:03:22,0
0,0,1008,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 07:05:22,0
995,995,884,138,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 07:07:22,0
0,0,1016,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 07:09:22,0
995,995,1000,207,0,0,0,0,0,1,0,1,0,0,0,1,2024-04-14 07:11:22,26
0,0,962,115,0,0,0,0,0,0,1,0,1,1,1,0,2024-04-14 07:13:22,0
995,995,1000,115,0,0,0,0,0,0,1,0,1,1,1,0,2024-04-14 07:15:22,0
0,0,954,69,0,0,0,0,0,0,0,2,0,0,0,0,2024-04-14 07:17:22,2
0,0,937,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 07:19:22,0
995,995,1016,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 07:21:22,24
0,0,1020,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 07:23:22,2
0,0,1005,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 07:25:22,0
995,995,951,115,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 07:27:22,0
0,0,892,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 07:29:22,0
995,995,990,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 07:31:22,24
0,0,1042,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 07:33:22,2
0,0,990,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 07:35:22,0
995,995,960,138,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 07:37:22,0
0,0,955,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 07:39:22,0
995,995,972,207,1,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 07:41:22,24
0,0,1058,115,0,1,1,2,2,0,0,1,0,0,0,0,2024-04-14 07:43:22,4
0,0,988,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 07:45:22,0
995,995,962,115,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 07:47:22,0
0,0,957,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 07:49:22,0
995,995,1020,253,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 07:51:22,26
0,0,1014,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 07:53:22,0
995,995,1001,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 07:55:22,0
0,0,884,115,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 07:57:22,0
0,0,956,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 07:59:22,0
995,995,985,184,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 08:01:22,29
0,0,1039,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 08:03:22,0
0,0,1013,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 08:05:22,0
995,995,887,138,1,2,2,0,0,0,1,2,1,1,1,0,2024-04-14 08:07:22,2
0,0,942,46,3,4,4,1,1,0,0,0,0,0,0,0,2024-04-14 08:09:22,2
995,995,1011,184,1,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 08:11:22,28
0,0,1019,138,0,1,1,0,0,0,0,0,0,0,0,0,2024-04-14 08:13:22,0
0,0,1015,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 08:15:22,0
995,995,944,92,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 08:17:22,0
0,0,961,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 08:19:22,0
995,995,980,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 08:21:22,24
0,0,1035,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 08:23:22,2
0,0,1018,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 08:25:22,0
995,995,949,138,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 08:27:22,0
0,0,943,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 08:29:22,0
995,995,1001,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 08:31:22,24
0,0,1025,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 08:33:22,4
995,995,1013,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 08:35:22,0
0,0,960,115,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 08:37:22,0
0,0,875,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 08:39:22,0
995,995,1005,207,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 08:41:22,24
0,0,1032,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 08:43:22,2
0,0,971,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 08:45:22,0
995,995,928,115,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 08:47:22,0
0,0,1001,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 08:49:22,0
995,995,1014,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 08:51:22,26
0,0,1027,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 08:53:22,0
0,0,989,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 08:55:22,0
995,995,963,138,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 08:57:22,0
0,0,940,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 08:59:22,0
995,995,1216,253,2,1,1,1,1,0,0,0,0,0,0,0,2024-04-14 09:01:22,852
0,0,1035,92,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 09:03:22,24
995,995,1002,69,2,2,2,2,2,0,0,0,0,0,0,0,2024-04-14 09:05:22,2
0,0,967,115,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 09:07:22,0
0,0,936,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 09:09:22,0
995,995,980,207,1,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 09:11:22,26
0,0,1050,92,0,1,1,0,0,0,0,0,0,0,0,0,2024-04-14 09:13:22,0
0,0,1007,46,1,1,1,1,1,0,0,1,0,0,0,0,2024-04-14 09:15:22,0
995,995,946,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 09:17:22,0
0,0,957,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 09:19:22,0
995,995,1002,184,0,0,0,2,2,1,1,1,1,1,1,1,2024-04-14 09:21:22,26
0,0,998,138,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 09:23:22,0
0,0,1029,46,2,0,0,1,1,0,0,0,0,0,0,0,2024-04-14 09:25:22,0
995,995,956,138,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 09:27:22,0
0,0,953,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 09:29:22,0
995,995,996,207,0,0,0,0,0,1,0,1,0,0,0,1,2024-04-14 09:31:22,29
0,0,961,115,1,1,1,0,0,0,1,0,1,1,1,0,2024-04-14 09:33:22,0
995,995,1006,115,1,1,1,2,2,0,1,0,1,1,1,0,2024-04-14 09:35:22,0
0,0,948,69,0,0,0,0,0,0,0,2,0,0,0,0,2024-04-14 09:37:22,0
0,0,958,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 09:39:22,0
995,995,997,253,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 09:41:22,24
0,0,1017,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 09:43:22,2
0,0,1014,46,2,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 09:45:22,0
995,995,890,115,0,1,1,0,0,0,1,2,1,1,1,0,2024-04-14 09:47:22,0
0,0,954,69,3,1,1,2,2,0,0,0,0,0,0,0,2024-04-14 09:49:22,2
995,995,1012,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 09:51:22,33
0,0,991,115,3,2,2,3,3,0,0,0,0,0,0,0,2024-04-14 09:53:22,2
0,0,1030,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 09:55:22,3
995,995,951,138,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 09:57:22,0
0,0,882,46,1,1,1,1,1,0,0,0,0,0,0,0,2024-04-14 09:59:22,0
995,995,960,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 10:01:22,2433
0,0,995,138,2,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 10:03:22,2
995,995,1011,92,2,2,2,2,2,0,1,0,1,1,1,0,2024-04-14 10:05:22,0
0,0,957,92,2,1,1,0,0,0,0,2,0,0,0,0,2024-04-14 10:07:22,0
0,0,954,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 10:09:22,0
995,995,1010,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 10:11:22,26
0,0,1023,92,2,1,1,0,0,0,0,1,0,0,0,0,2024-04-14 10:13:22,0
0,0,1010,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 10:15:22,0
995,995,944,138,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 10:17:22,0
0,0,943,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 10:19:22,0
995,995,943,253,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 10:21:22,26
0,0,1076,69,1,1,1,1,1,0,0,1,0,0,0,0,2024-04-14 10:23:22,0
0,0,1016,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 10:25:22,0
995,995,949,138,2,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 10:27:22,0
0,0,960,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 10:29:22,0
995,995,984,207,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 10:31:22,26
0,0,1041,115,6,1,1,0,0,0,0,1,0,0,0,0,2024-04-14 10:33:22,0
0,0,956,23,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 10:35:22,0
995,995,996,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 10:37:22,0
0,0,949,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 10:39:22,0
995,995,990,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 10:41:22,28
0,0,1046,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 10:43:22,0
0,0,1002,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 10:45:22,0
995,995,951,138,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 10:47:22,0
0,0,936,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 10:49:22,0
995,995,1013,184,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 10:51:22,26
0,0,1038,138,1,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 10:53:22,0
0,0,1002,92,0,1,1,0,0,0,0,0,0,0,0,0,2024-04-14 10:55:22,0
995,995,943,92,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 10:57:22,0
0,0,1281,46,2,2,2,0,0,0,0,0,0,0,0,0,2024-04-14 10:59:22,4
995,995,1476,230,0,2,2,0,0,1,1,1,1,1,1,1,2024-04-14 11:01:22,24
0,0,1437,115,1,2,2,0,0,0,0,0,0,0,0,0,2024-04-14 11:03:22,4
0,0,1424,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 11:05:22,0
995,995,1344,138,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 11:07:22,3
0,0,1337,23,1,1,1,1,1,0,0,0,0,0,0,0,2024-04-14 11:09:22,0
995,995,1088,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 11:11:22,24
0,0,1027,115,1,1,1,1,1,0,0,0,0,0,0,0,2024-04-14 11:13:22,2
0,0,1017,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 11:15:22,0
995,995,929,138,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 11:17:22,0
0,0,979,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 11:19:22,0
995,995,1003,184,3,1,1,2,2,1,1,0,1,1,1,1,2024-04-14 11:21:22,24
0,0,1013,138,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 11:23:22,2
0,0,1009,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 11:25:22,0
995,995,868,115,1,1,1,1,1,0,1,2,1,1,1,0,2024-04-14 11:27:22,0
0,0,964,46,0,0,0,1,1,0,0,0,0,0,0,0,2024-04-14 11:29:22,0
995,995,1002,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 11:31:22,26
0,0,1042,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 11:33:22,0
0,0,990,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 11:35:22,0
995,995,954,138,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 11:37:22,0
0,0,596,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 11:39:22,0
995,995,1349,253,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 11:41:22,26
0,0,1015,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 11:43:22,0
995,995,1027,69,2,1,1,1,1,0,0,0,0,0,0,0,2024-04-14 11:45:22,0
0,0,940,115,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 11:47:22,0
0,0,961,46,0,0,0,1,1,0,0,0,0,0,0,0,2024-04-14 11:49:22,0
995,995,981,207,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 11:51:22,29
0,0,979,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 11:53:22,0
0,0,1058,23,4,1,1,1,1,0,0,1,0,0,0,0,2024-04-14 11:55:22,1
995,995,954,138,0,1,1,0,0,0,1,1,1,1,1,0,2024-04-14 11:57:22,0
0,0,948,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 11:59:22,0
995,995,939,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 12:01:22,888
0,0,1142,115,1,1,1,0,0,0,0,0,0,0,0,0,2024-04-14 12:03:22,10
0,0,1003,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 12:05:22,0
995,995,948,138,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-14 12:07:22,0
0,0,958,46,2,1,1,0,0,0,0,0,0,0,0,0,2024-04-14 12:09:22,4
993,993,1000,184,0,2,2,1,1,0,0,1,0,0,0,0,2024-04-14 12:11:22,4
